type,value
CCN(worst),61
CCN(average),2.3
CCN(violate),16
LOC(worst),305
LOC(average),12.1
LOC(violate),6
Parameter(worst),13
Parameter(average),1.0
Parameter(violate),8
Token(worst),3337
Token(average),63.2
CCN(warning),643
LOC(warning),801
Parameter(warning),8
