type,value
CCN(worst),20
CCN(average),1.7
CCN(violate),0
LOC(worst),51
LOC(average),7.4
LOC(violate),0
Parameter(worst),5
Parameter(average),1.0
Parameter(violate),0
Token(worst),446
Token(average),59.8
CCN(warning),4
LOC(warning),1
Parameter(warning),0
