type,value
CCN(worst),11
CCN(average),1.5
CCN(violate),0
LOC(worst),97
LOC(average),10.5
LOC(violate),0
Parameter(worst),12
Parameter(average),2.0
Parameter(violate),1
Token(worst),642
Token(average),73.4
CCN(warning),1
LOC(warning),2
Parameter(warning),1
