type,value
CCN(worst),66
CCN(average),2.3
CCN(violate),14
LOC(worst),330
LOC(average),12.1
LOC(violate),6
Parameter(worst),13
Parameter(average),1.1
Parameter(violate),8
Token(worst),3337
Token(average),63.2
CCN(warning),673
LOC(warning),845
Parameter(warning),8
