type,value
CCN(worst),15
CCN(average),2.2
CCN(violate),0
LOC(worst),106
LOC(average),11.1
LOC(violate),0
Parameter(worst),12
Parameter(average),1.4
Parameter(violate),6
Token(worst),1333
Token(average),81.3
CCN(warning),3
LOC(warning),9
Parameter(warning),6
