type,value
CCN(worst),5
CCN(average),1.5
CCN(violate),0
LOC(worst),26
LOC(average),10.4
LOC(violate),0
Parameter(worst),3
Parameter(average),1.7
Parameter(violate),0
Token(worst),260
Token(average),93.8
CCN(warning),0
LOC(warning),0
Parameter(warning),0
