type,value
CCN(worst),16
CCN(average),2.3
CCN(violate),0
LOC(worst),106
LOC(average),11.9
LOC(violate),0
Parameter(worst),12
Parameter(average),1.3
Parameter(violate),6
Token(worst),1333
Token(average),86.0
CCN(warning),9
LOC(warning),18
Parameter(warning),6
