type,value
CCN(worst),8
CCN(average),1.5
CCN(violate),0
LOC(worst),56
LOC(average),8.8
LOC(violate),0
Parameter(worst),3
Parameter(average),0.6
Parameter(violate),0
Token(worst),235
Token(average),55.9
CCN(warning),0
LOC(warning),1
Parameter(warning),0
